spec	Fold_0
nist_1498933	train
nist_1498953	train
nist_1498970	train
nist_1498982	train
nist_1499005	train
nist_1499026	train
nist_1499045	train
nist_1499082	train
nist_1499090	test
nist_1499108	test
nist_1499122	test
nist_1499135	test
nist_1499138	train
nist_1499177	train
nist_1499184	test
nist_1499200	test
nist_1499211	val
nist_1499251	train
nist_1499275	train
nist_1499316	train
nist_1499323	train
nist_1499344	train
nist_1499361	train
nist_1499405	train
nist_1499425	train
nist_1499458	train
nist_1499474	test
nist_1499516	test
nist_1499524	train
nist_1499562	train
nist_1499597	train
nist_1499634	train
nist_1499652	train
nist_1499678	train
nist_1499701	train
nist_1499716	train
nist_1499738	train
nist_1499760	train
nist_1499791	train
nist_1499797	train
nist_1499820	train
nist_1499841	train
nist_1499862	train
nist_1499881	train
nist_1499926	train
nist_1499953	train
nist_1499984	train
nist_1500001	train
nist_1500016	train
nist_1500046	train
nist_1500097	train
nist_1500119	train
nist_1500177	train
nist_1500187	train
nist_1500204	train
nist_1500217	train
nist_1500236	train
nist_1500316	train
nist_1500332	train
nist_1500351	train
nist_1500376	train
nist_1500395	test
nist_1500415	test
nist_1500432	test
nist_1500437	train
nist_1500475	train
nist_1500492	train
nist_1500504	train
nist_1500554	train
nist_1500586	train
nist_1500644	train
nist_1500664	train
nist_1500694	train
nist_1500710	train
nist_1500765	train
nist_1500784	train
nist_1500802	train
nist_1500836	val
nist_1500871	val
nist_1500890	val
nist_1500938	val
nist_1500951	train
nist_1500987	train
nist_1500998	train
nist_1501028	train
nist_1501033	train
nist_1501071	val
nist_1501126	test
nist_1501144	test
nist_1501157	test
nist_1501172	train
nist_1501194	train
nist_1501259	train
nist_1501262	train
nist_1501287	train
nist_1501335	train
nist_1501359	train
nist_1501379	train
nist_1501397	train
nist_1501414	train
nist_1501432	train
nist_1501453	train
nist_1501493	train
nist_1501510	val
nist_1501546	test
nist_1501568	test
nist_1501589	test
nist_1501611	test
nist_1501618	val
nist_1501643	train
nist_1501649	train
nist_1501689	train
nist_1501708	train
nist_1501724	train
nist_1501732	train
nist_1501799	train
nist_1501819	train
nist_1501832	train
nist_1501849	train
nist_1501871	test
nist_1501971	test
nist_1501978	train
nist_1501996	train
nist_1502034	train
nist_1502045	train
nist_1502061	train
nist_1502097	train
nist_1502109	train
nist_1502132	train
nist_1502150	train
nist_1502170	train
nist_1502187	train
nist_1502192	val
nist_1502238	val
nist_1502264	train
nist_1502314	train
nist_1502326	train
nist_1502391	train
nist_1502395	test
nist_1502449	train
nist_1502471	train
nist_1502490	train
nist_1502499	test
nist_1502523	test
nist_1502545	test
nist_1502563	train
nist_1502607	train
nist_1502617	train
nist_1502638	train
nist_1502652	train
nist_1502676	train
nist_1502740	train
nist_1502746	train
nist_1502773	train
nist_1502789	train
nist_1502815	train
nist_1502821	train
nist_1502846	train
nist_1502859	train
nist_1502878	train
nist_1502959	train
nist_1502991	val
nist_1503053	train
nist_1503078	train
nist_1503118	train
nist_1503124	train
nist_1503173	train
nist_1503193	train
nist_1503240	train
nist_1503257	train
nist_1503280	train
nist_1503301	train
nist_1503345	train
nist_1503358	train
nist_1503394	train
nist_1503416	train
nist_1503437	train
nist_1503475	train
nist_1503488	train
nist_1503512	train
nist_1503523	train
nist_1503546	train
nist_1503568	train
nist_1503671	test
nist_1503692	test
nist_1503715	val
nist_1503748	val
nist_1503774	val
nist_1503786	train
nist_1503825	train
nist_1503840	train
nist_1503863	train
nist_1503903	train
nist_1503924	train
nist_1503936	train
nist_1504034	train
nist_1504080	train
nist_1504084	train
nist_1504125	train
nist_1504151	train
nist_1504173	train
nist_1504217	train
nist_1504242	val
nist_1504261	val
nist_1504282	val
nist_1504307	val
nist_1504340	train
nist_1504359	train
nist_1504390	train
nist_1504399	train
nist_1504436	train
nist_1504461	train
nist_1504481	train
nist_1504496	train
nist_1504509	train
nist_1504518	train
nist_1504537	train
nist_1504556	train
nist_1504575	train
nist_1504576	val
nist_1504606	val
nist_1504618	train
nist_1504638	train
nist_1504664	train
nist_1504678	train
nist_1504686	train
nist_1504703	train
nist_1504717	val
nist_1504752	train
nist_1504770	train
nist_1504786	train
nist_1504861	train
nist_1504880	train
nist_1504937	train
nist_1504980	train
nist_1504991	val
nist_1505009	val
nist_1505027	train
nist_1505047	train
nist_1505065	train
nist_1505072	train
nist_1505093	train
nist_1505133	train
nist_1505143	train
nist_1505173	train
nist_1505191	train
nist_1505210	train
nist_1505231	train
nist_1505306	val
nist_1505325	val
nist_1505349	val
nist_1505381	train
nist_1505423	train
nist_1505431	train
nist_1505457	train
nist_1505497	train
nist_1505501	train
nist_1505527	train
nist_1505559	train
nist_1505578	train
nist_1505630	train
nist_1505659	train
nist_1505678	train
nist_1505717	train
nist_1505738	train
nist_1505787	train
nist_1505804	train
nist_1505815	train
nist_1505825	train
nist_1505846	train
nist_1505907	train
nist_1505930	train
nist_1505959	train
nist_1505978	train
nist_1506038	train
nist_1506064	test
nist_1506104	train
nist_1506128	train
nist_1506147	train
nist_1506177	train
nist_1506206	train
nist_1506219	train
nist_1506232	train
nist_1506310	train
nist_1506315	train
nist_1506347	train
nist_1506368	train
nist_1506372	train
nist_1506403	train
nist_1506422	train
nist_1506456	train
nist_1506484	train
nist_1506493	train
nist_1506509	train
nist_1506522	train
nist_1506535	train
nist_1506545	train
nist_1506555	train
nist_1506567	train
nist_1506593	train
nist_1506637	train
nist_1506652	train
nist_1506669	train
nist_1506708	test
nist_1506736	train
nist_1506774	train
nist_1506782	train
nist_1506837	train
nist_1506893	train
nist_1506904	val
nist_1506911	train
nist_1506930	train
nist_1506942	train
nist_1506974	train
nist_1507013	train
nist_1507022	train
nist_1507073	train
nist_1507087	train
nist_1507121	train
nist_1507152	train
nist_1507161	train
nist_1507186	val
nist_1507228	val
nist_1507264	val
nist_1507270	val
nist_1507286	val
nist_1507308	train
nist_1507327	train
nist_1507345	train
nist_1507355	test
nist_1507375	test
nist_1507419	test
nist_1507429	val
nist_1507486	val
nist_1507498	test
nist_1507515	train
nist_1507532	train
nist_1507554	train
nist_1507650	train
nist_1507672	train
nist_1507711	train
nist_1507782	train
nist_1507807	train
nist_1507822	train
nist_1507843	train
nist_1507866	train
nist_1507887	train
nist_1507913	test
nist_1507935	train
nist_1507954	train
nist_1507968	test
nist_1507988	test
nist_1508011	test
nist_1508018	test
nist_1508030	test
nist_1508054	test
nist_1508080	train
nist_1508101	train
nist_1508127	train
nist_1508149	train
nist_1508204	test
nist_1508224	test
nist_1508244	test
nist_1508270	test
nist_1508273	test
nist_1508295	train
nist_1508327	train
nist_1508334	train
nist_1508368	train
nist_1508397	train
nist_1508413	train
nist_1508446	train
nist_1508461	train
nist_1508500	train
nist_1508521	train
nist_1508569	train
nist_1508587	train
nist_1508616	train
nist_1508651	train
nist_1508661	train
nist_1508664	train
nist_1508687	train
nist_1508708	train
nist_1508766	test
nist_1508789	train
nist_1508803	train
nist_1508826	train
nist_1508859	train
nist_1508870	train
nist_1508884	train
nist_1508908	train
nist_1508929	train
nist_1508952	val
nist_1508957	train
nist_1508972	train
nist_1508990	val
nist_1509035	val
nist_1509051	train
nist_1509092	train
nist_1509104	train
nist_1509118	test
nist_1509161	train
nist_1509182	train
nist_1509200	train
nist_1509221	train
nist_1509239	train
nist_1509278	train
nist_1509322	train
nist_1509360	test
nist_1509423	test
nist_1509461	train
nist_1509478	train
nist_1509525	train
nist_1509565	train
nist_1509570	train
nist_1509586	train
nist_1509589	train
nist_1509616	train
nist_1509673	train
nist_1509694	train
nist_1509756	train
nist_1509767	train
nist_1509777	train
nist_1509801	train
nist_1509809	test
nist_1509832	test
nist_1509870	test
nist_1509874	train
nist_1509896	train
nist_1509908	train
nist_1509926	val
nist_1509947	val
nist_1509969	train
nist_1509986	test
nist_1510004	test
nist_1510037	train
nist_1510103	train
nist_1510126	train
nist_1510149	train
nist_1510185	train
nist_1510211	train
nist_1510253	train
nist_1510266	train
nist_1510289	train
nist_1510355	train
nist_1510365	train
nist_1510401	train
nist_1510434	val
nist_1510494	train
nist_1510522	test
nist_1510530	train
nist_1510547	train
nist_1510590	train
nist_1510622	val
nist_1510715	val
nist_1510752	train
nist_1510771	train
nist_1510800	train
nist_1510813	train
nist_1510837	train
nist_1510871	train
nist_1510884	train
nist_1511019	train
nist_1511026	train
nist_1511057	train
nist_1511098	train
nist_1511112	train
nist_1511160	train
nist_1511216	train
nist_1511219	train
nist_1511256	train
nist_1511290	train
nist_1511297	train
nist_1511348	train
nist_1511379	train
nist_1511393	train
nist_1511417	train
nist_1511465	train
nist_1511502	train
nist_1511524	train
nist_1511536	train
nist_1511556	train
nist_1511610	test
nist_1511668	train
nist_1511673	train
nist_1511716	train
nist_1511739	train
nist_1511744	train
nist_1511797	train
nist_1511839	test
nist_1511851	train
nist_1511863	train
nist_1511878	train
nist_1511909	val
nist_1511952	train
nist_1511998	train
nist_1512029	train
nist_1512069	train
nist_1512079	train
nist_1512096	train
nist_1512110	train
nist_1512124	train
nist_1512139	train
nist_1512191	train
nist_1512215	train
nist_1512226	train
nist_1512285	train
nist_1512302	train
nist_1512349	train
nist_1512371	train
nist_1512394	train
nist_1512408	train
nist_1512498	train
nist_1512532	train
nist_1512571	train
nist_1512593	train
nist_1512628	train
nist_1512645	train
nist_1512664	train
nist_1512679	val
nist_1512773	train
nist_1512799	train
nist_1512861	train
nist_1512875	train
nist_1512911	train
nist_1512994	train
nist_1513034	train
nist_1513056	val
nist_1513094	train
nist_1513113	train
nist_1513141	train
nist_1513159	train
nist_1513198	train
nist_1513244	train
nist_1513254	train
nist_1513271	train
nist_1513285	train
nist_1513293	train
nist_1513309	train
nist_1513345	train
nist_1513359	train
nist_1513381	train
nist_1513387	train
nist_1513438	train
nist_1513463	train
nist_1513481	train
nist_1513515	train
nist_1513527	train
nist_1513552	train
nist_1513569	train
nist_1513589	train
nist_1513596	train
nist_1513618	train
nist_1513638	train
nist_1513658	train
nist_1513675	train
nist_1513703	train
nist_1513716	train
nist_1513723	train
nist_1513761	train
nist_1513785	train
nist_1513792	train
nist_1513817	train
nist_1513832	train
nist_1513863	train
nist_1513873	train
nist_1513889	train
nist_1513900	train
nist_1513916	test
nist_1513939	test
nist_1513968	train
nist_1514004	train
nist_1514022	train
nist_1514036	test
nist_1514056	test
nist_1514113	test
nist_1514129	train
nist_1514153	train
nist_1514192	train
nist_1514207	train
nist_1514227	train
nist_1514248	train
nist_1514261	train
nist_1514308	train
nist_1514320	train
nist_1514336	train
nist_1514392	train
nist_1514412	train
nist_1514452	train
nist_1514487	train
nist_1514523	train
nist_1514562	train
nist_1514571	val
nist_1514592	val
nist_1514631	val
nist_1514651	val
nist_1514674	val
nist_1514694	val
nist_1514738	train
nist_1514759	train
nist_1514804	train
nist_1514824	train
nist_1514850	train
nist_1514870	train
nist_1514953	train
nist_1514962	train
nist_1514987	train
nist_1515013	train
nist_1515056	train
nist_1515068	test
nist_1515089	test
nist_1515108	train
nist_1515131	train
nist_1515180	train
nist_1515196	train
nist_1515214	train
nist_1515230	test
nist_1515271	test
nist_1515316	train
nist_1515350	train
nist_1515386	train
nist_1515431	val
nist_1515446	val
nist_1515473	val
nist_1515500	train
nist_1515515	train
nist_1515618	train
nist_1515630	train
nist_1515651	train
nist_1515657	val
nist_1515680	val
nist_1515702	val
nist_1515722	train
nist_1515744	train
nist_1515782	test
nist_1515793	test
nist_1515812	train
nist_1515851	train
nist_1515854	test
nist_1515875	test
nist_1515935	test
nist_1515978	test
nist_1516007	train
nist_1516032	train
nist_1516046	train
nist_1516053	train
nist_1516084	train
nist_1516102	train
nist_1516114	train
nist_1516138	train
nist_1516200	train
nist_1516205	train
nist_1516222	train
nist_1516240	train
nist_1516327	train
nist_1516344	val
nist_1516363	val
nist_1516406	val
nist_1516445	train
nist_1516465	train
nist_1516483	train
nist_1516507	train
nist_1516514	train
nist_1516537	train
nist_1516601	test
nist_1516618	test
nist_1516636	test
nist_1516660	test
nist_1516681	test
nist_1516700	test
nist_1516707	test
nist_1516754	train
nist_1516772	train
nist_1516789	train
nist_1516803	train
nist_1516811	train
nist_1516833	train
nist_1516855	train
nist_1516899	train
nist_1516921	test
nist_1516946	test
nist_1516982	test
nist_1516997	train
nist_1517014	train
nist_1517038	train
nist_1517081	train
nist_1517104	train
nist_1517130	train
nist_1517234	train
nist_1517265	test
nist_1517284	test
nist_1517304	test
nist_1517322	val
nist_1517343	val
nist_1517357	val
nist_1517367	train
nist_1517387	train
nist_1517399	train
nist_1517405	train
nist_1517490	train
nist_1517542	train
nist_1517553	train
nist_1517572	train
nist_1517582	train
nist_1517594	train
nist_1517603	train
nist_1517626	train
nist_1517633	train
nist_1517649	train
nist_1517675	train
nist_1517758	train
nist_1517793	train
nist_1517808	train
nist_1517826	train
nist_1517848	train
nist_1517890	train
nist_1517940	train
nist_1517955	train
nist_1518000	train
nist_1518011	train
nist_1518038	train
nist_1518061	train
nist_1518101	train
nist_1518131	train
nist_1518255	test
nist_1518261	test
nist_1518277	test
nist_1518295	train
nist_1518347	train
nist_1518440	train
nist_1518457	test
nist_1518482	train
nist_1518499	train
nist_1518517	train
nist_1518547	train
nist_1518571	train
nist_1518597	train
nist_1518637	train
nist_1518675	train
nist_1518770	train
nist_1518965	train
nist_1519035	train
nist_1519126	train
nist_1519150	train
nist_1519277	val
nist_1519298	val
nist_1519341	test
nist_1519367	train
nist_1519424	train
nist_1519429	train
nist_1519473	train
nist_1519582	train
nist_1519706	train
nist_1519766	train
nist_1519861	train
nist_1519945	val
nist_1519983	val
nist_1520047	train
nist_1520066	train
nist_1520101	train
nist_1520159	train
nist_1520180	train
nist_1520195	train
nist_1520234	train
nist_1520271	train
nist_1520317	train
nist_1520339	train
nist_1520356	train
nist_1520371	train
nist_1520379	train
nist_1520393	train
nist_1520437	train
nist_1520489	train
nist_1520534	train
nist_1520557	train
nist_1520625	train
nist_1520635	train
nist_1520727	train
nist_1520749	train
nist_1520830	train
nist_1520869	train
nist_1520938	train
nist_1520956	val
nist_1520961	val
nist_1520986	val
nist_1521021	train
nist_1521042	train
nist_1521061	train
nist_1521084	val
nist_1521102	val
nist_1521156	train
nist_1521176	train
nist_1521193	train
nist_1521221	train
nist_1521241	train
nist_1521255	train
nist_1521297	train
nist_1521308	train
nist_1521329	train
nist_1521339	train
nist_1521400	train
nist_1521418	train
nist_1521428	train
nist_1521449	train
nist_1521466	train
nist_1521487	train
nist_1521506	train
nist_1521528	train
nist_1521544	train
nist_1521597	train
nist_1521614	train
nist_1521633	val
nist_1521639	val
nist_1521644	val
nist_1521647	val
nist_1521723	train
nist_1521733	train
nist_1521770	train
nist_1521795	train
nist_1521828	train
nist_1521874	train
nist_1521906	test
nist_1521943	test
nist_1521982	train
nist_1522025	train
nist_1522040	train
nist_1522052	train
nist_1522066	train
nist_1522085	train
nist_1522141	val
nist_1522174	val
nist_1522189	train
nist_1522197	train
nist_1522263	train
nist_1522274	train
nist_1522316	train
nist_1522334	train
nist_1522340	train
nist_1522355	train
nist_1522408	train
nist_1522423	train
nist_1522501	train
nist_1522521	train
nist_1522541	train
nist_1522560	test
nist_1522579	test
nist_1522616	train
nist_1522634	train
nist_1522684	train
nist_1522686	val
nist_1522749	train
nist_1522779	train
nist_1522784	train
nist_1522804	train
nist_1522822	train
nist_1522866	train
nist_1522889	train
nist_1522904	test
nist_1522925	test
nist_1523002	test
nist_1523019	train
nist_1523041	train
nist_1523056	train
nist_1523070	train
nist_1523116	train
nist_1523133	val
nist_1523176	val
nist_1523190	train
nist_1523210	train
nist_1523228	train
nist_1523251	train
nist_1523273	train
nist_1523333	train
nist_1523422	train
nist_1523461	train
nist_1523498	train
nist_1523502	train
nist_1523516	train
nist_1523560	train
nist_1523564	train
nist_1523601	train
nist_1523701	train
nist_1523714	train
nist_1523733	train
nist_1523882	train
nist_1523907	train
nist_1523969	train
nist_1523982	train
nist_1524114	train
nist_1524123	train
nist_1524133	train
nist_1524151	train
nist_1524169	train
nist_1524184	train
nist_1524203	train
nist_1524254	train
nist_1524273	train
nist_1524294	test
nist_1524327	test
nist_1524397	test
nist_1524409	test
nist_1524429	test
nist_1524464	test
nist_1524479	test
nist_1524493	train
nist_1524499	train
nist_1524512	train
nist_1524568	train
nist_1524585	train
nist_1524665	train
nist_1524672	train
nist_1524706	train
nist_1524745	train
nist_1524763	train
nist_1524804	train
nist_1524813	train
nist_1524832	train
nist_1524866	train
nist_1524875	train
nist_1525027	train
nist_1525048	train
nist_1525058	train
nist_1525097	train
nist_1525102	train
nist_1525188	train
nist_1525241	train
nist_1525245	train
nist_1525265	train
nist_1525308	train
nist_1525331	train
nist_1525377	train
nist_1525391	test
nist_1525426	test
nist_1525441	val
nist_1525485	val
nist_1525493	val
nist_1525527	train
nist_1525548	train
nist_1525564	train
nist_1525576	train
nist_1525614	train
nist_1525625	train
nist_1525641	train
nist_1525647	train
nist_1525664	train
nist_1525686	train
nist_1525696	train
nist_1525778	train
nist_1525804	train
nist_1525908	train
nist_1526045	train
nist_1526063	train
nist_1526091	train
nist_1526111	train
nist_1526150	train
nist_1526159	train
nist_1526180	train
nist_1526195	train
nist_1526229	train
nist_1526251	test
nist_1526272	test
nist_1526321	train
nist_1526356	train
nist_1526381	train
nist_1526453	train
nist_1526484	train
nist_1526507	train
nist_1526568	train
nist_1526584	val
nist_1526607	val
nist_1526665	val
nist_1526714	train
nist_1526726	train
nist_1526789	train
nist_1526807	train
nist_1526824	train
nist_1526837	train
nist_1526844	test
nist_1526881	val
nist_1526904	val
nist_1526943	val
nist_1526953	val
nist_1526970	val
nist_1526988	val
nist_1527017	train
nist_1527036	train
nist_1527069	train
nist_1527082	train
nist_1527102	train
nist_1527176	train
nist_1527191	val
nist_1527205	val
nist_1527221	val
nist_1527234	train
nist_1527273	train
nist_1527283	train
nist_1527295	test
nist_1527328	test
nist_1527337	train
nist_1527360	train
nist_1527436	train
nist_1527450	val
nist_1527481	val
nist_1527510	train
nist_1527515	train
nist_1527578	train
nist_1527593	train
nist_1527634	test
nist_1527683	train
nist_1527743	train
nist_1527764	train
nist_1527823	train
nist_1527827	train
nist_1527875	train
nist_1527966	train
nist_1528008	val
nist_1528068	val
nist_1528086	train
nist_1528135	train
nist_1528161	train
nist_1528184	train
nist_1528201	train
nist_1528223	train
nist_1528243	train
nist_1528279	train
nist_1528349	train
nist_1528374	train
nist_1528397	train
nist_1528419	train
nist_1528469	train
nist_1528483	train
nist_1528491	train
nist_1528527	train
nist_1528578	train
nist_1528648	train
nist_1528730	train
nist_1528739	train
nist_1528780	train
nist_1528803	train
nist_1528857	train
nist_1528892	train
nist_1528921	train
nist_1528942	train
nist_1528973	train
nist_1528979	val
nist_1529070	train
nist_1529103	train
nist_1529133	train
nist_1529168	train
nist_1529193	train
nist_1529236	train
nist_1529266	train
nist_1529384	train
nist_1529413	train
nist_1529443	val
nist_1529473	test
nist_1529502	train
nist_1529531	train
nist_1529574	train
nist_1529632	train
nist_1529661	val
nist_1529690	train
nist_1529734	train
nist_1529763	train
nist_1529792	train
nist_1529821	train
nist_1529850	train
nist_1529893	train
nist_1529922	train
nist_1529950	train
nist_1529979	train
nist_1530008	train
nist_1530037	train
nist_1530066	val
nist_1530109	train
nist_1530167	train
nist_1530196	train
nist_1530225	train
nist_1530255	train
nist_1530284	train
nist_1530313	train
nist_1530342	train
nist_1530371	train
nist_1530472	train
nist_1530489	train
nist_1530521	train
nist_1530555	train
nist_1530655	train
nist_1530677	train
nist_1530714	train
nist_1530732	train
nist_1530776	train
nist_1530839	train
nist_1530873	train
nist_1530893	train
nist_1530942	test
nist_1531003	train
nist_1531037	train
nist_1531068	test
nist_1531149	val
nist_1531180	val
nist_1531196	val
nist_1531206	test
nist_1531212	test
nist_1531227	train
nist_1531268	train
nist_1531305	train
nist_1531310	train
nist_1531328	train
nist_1531372	train
nist_1531377	train
nist_1531434	train
nist_1531437	test
nist_1531473	train
nist_1531548	train
nist_1531553	train
nist_1531576	val
nist_1531618	train
nist_1531649	train
nist_1531667	train
nist_1531725	test
nist_1531801	test
nist_1531858	train
nist_1531898	train
nist_1531903	train
nist_1531990	train
nist_1532031	train
nist_1532042	train
nist_1532067	train
nist_1532089	test
nist_1532143	train
nist_1532159	train
nist_1532171	train
nist_1532204	test
nist_1532289	train
nist_1532328	train
nist_1532338	train
nist_1532355	train
nist_1532401	train
nist_1532458	train
nist_1532475	train
nist_1532492	train
nist_1532509	train
nist_1532552	train
nist_1532568	train
nist_1532583	train
nist_1532658	train
nist_1532695	train
nist_1532731	train
nist_1532760	val
nist_1532792	val
nist_1532806	val
nist_1532822	val
nist_1532843	val
nist_1532848	train
nist_1532884	train
nist_1532895	train
nist_1532935	train
nist_1532980	train
nist_1533013	train
nist_1533023	test
nist_1533061	test
nist_1533072	test
nist_1533074	train
nist_1533134	train
nist_1533153	train
nist_1533161	train
nist_1533181	test
nist_1533236	test
nist_1533245	train
nist_1533324	train
nist_1533384	train
nist_1533415	train
nist_1533431	train
nist_1533453	train
nist_1533513	train
nist_1533564	train
nist_1533619	train
nist_1533809	train
nist_1533823	train
nist_1533848	train
nist_1533926	train
nist_1533940	test
nist_1533976	train
nist_1534028	train
nist_1534051	train
nist_1534109	train
nist_1534111	train
nist_1534172	train
nist_1534230	train
nist_1534238	train
nist_1534252	train
nist_1534273	train
nist_1534280	train
nist_1534306	train
nist_1534341	test
nist_1534370	test
nist_1534386	test
nist_1534429	train
nist_1534444	train
nist_1534468	train
nist_1534484	train
nist_1534524	train
nist_1534559	val
nist_1534652	train
nist_1534684	train
nist_1534727	train
nist_1534760	val
nist_1534783	val
nist_1534827	train
nist_1534872	train
nist_1534892	train
nist_1534915	train
nist_1534962	train
nist_1534992	train
nist_1535134	val
nist_1535186	val
nist_1535291	test
nist_1535346	train
nist_1535352	train
nist_1535400	test
nist_1535417	test
nist_1535429	val
nist_1535462	val
nist_1535468	train
nist_1535489	train
nist_1535506	train
nist_1535512	train
nist_1535518	train
nist_1535528	train
nist_1535534	train
nist_1535553	train
nist_1535572	train
nist_1535589	train
nist_1535607	train
nist_1535625	train
nist_1535637	train
nist_1535654	train
nist_1535674	train
nist_1535689	train
nist_1535705	train
nist_1535722	test
nist_1535737	train
nist_1535814	train
nist_1535845	train
nist_1535858	train
nist_1535887	train
nist_1535898	train
nist_1535960	train
nist_1536042	train
nist_1536057	train
nist_1536072	val
nist_1536099	train
nist_1536150	train
nist_1536205	train
nist_1536233	train
nist_1536240	train
nist_1536269	train
nist_1536317	test
nist_1536324	train
nist_1536359	train
nist_1536368	val
nist_1536377	val
nist_1536411	test
nist_1536422	train
nist_1536463	train
nist_1536475	train
nist_1536516	train
nist_1536537	train
nist_1536570	train
nist_1536590	train
nist_1536603	train
nist_1536625	train
nist_1536647	train
nist_1536666	train
nist_1536689	train
nist_1536711	train
nist_1536724	train
nist_1536759	train
nist_1536765	train
nist_1536778	test
nist_1536812	test
nist_1536823	train
nist_1536868	train
nist_1536877	val
nist_1536916	val
nist_1536972	test
nist_1537021	train
nist_1537053	train
nist_1537081	train
nist_1537107	train
nist_1537129	train
nist_1537141	train
nist_1537146	train
nist_1537161	train
nist_1537208	train
nist_1537210	train
nist_1537214	train
nist_1537262	test
nist_1537308	test
nist_1537321	train
nist_1537329	train
nist_1537361	train
nist_1537409	test
nist_1537439	val
nist_1537504	train
nist_1537520	train
nist_1537551	train
nist_1537580	train
nist_1537612	train
nist_1537631	train
nist_1537667	train
nist_1537702	train
nist_1537736	train
nist_1537766	train
nist_1537783	val
nist_1537808	val
nist_1537840	train
nist_1537892	test
nist_1537942	train
nist_1537963	train
nist_1537978	train
nist_1538018	train
nist_1538057	train
nist_1538058	train
nist_1538094	train
nist_1538113	train
nist_1538131	train
nist_1538153	train
nist_1538163	train
nist_1538183	train
nist_1538215	train
nist_1538218	train
nist_1538242	train
nist_1538255	train
nist_1538300	train
nist_1538312	train
nist_1538323	val
nist_1538376	train
nist_1538401	train
nist_1538402	train
nist_1538451	train
nist_1538544	train
nist_1538561	train
nist_1538595	val
nist_1538610	train
nist_1538671	train
nist_1538731	test
nist_1538752	test
nist_1538812	test
nist_1538814	train
nist_1538841	train
nist_1538883	train
nist_1538940	train
nist_1538966	val
nist_1539008	train
nist_1539040	train
nist_1539074	train
nist_1539092	train
nist_1539113	train
nist_1539146	train
nist_1539162	train
nist_1539169	train
nist_1539197	train
nist_1539210	train
nist_1539223	train
nist_1539260	train
nist_1539271	train
nist_1539294	train
nist_1539331	train
nist_1539339	test
nist_1539348	test
nist_1539363	train
nist_1539388	train
nist_1539455	train
nist_1539473	train
nist_1539504	train
nist_1539517	train
nist_1539527	train
nist_1539585	train
nist_1539599	train
nist_1539647	train
nist_1539692	train
nist_1539696	train
nist_1539737	train
nist_1539740	train
nist_1539773	train
nist_1539841	test
nist_1539849	train
nist_1539904	train
nist_1539911	train
nist_1539944	test
nist_1539970	train
nist_1539997	train
nist_1540000	train
nist_1540016	train
nist_1540036	test
nist_1540053	test
nist_1540063	train
nist_1540136	train
nist_1540198	train
nist_1540212	train
nist_1540235	train
nist_1540244	train
nist_1540266	val
nist_1540329	train
nist_1540333	train
nist_1540371	train
nist_1540388	train
nist_1540423	train
nist_1540492	test
nist_1540502	test
nist_1540511	train
nist_1540575	train
nist_1540581	test
nist_1540604	test
nist_1540634	train
nist_1540663	train
nist_1540744	train
nist_1540768	train
nist_1540789	train
nist_1540825	train
nist_1540857	train
nist_1540887	train
nist_1540911	val
nist_1540945	train
nist_1540953	train
nist_1540988	train
nist_1540996	train
nist_1541001	train
nist_1541017	train
nist_1541029	train
nist_1541041	train
nist_1541048	train
nist_1541060	train
nist_1541090	train
nist_1541096	train
nist_1541110	train
nist_1541165	train
nist_1541190	train
nist_1541203	train
nist_1541258	train
nist_1541291	val
nist_1541315	val
nist_1541325	val
nist_1541389	test
nist_1541408	test
nist_1541462	train
nist_1541469	train
nist_1541494	train
nist_1541523	train
nist_1541588	train
nist_1541607	train
nist_1541623	train
nist_1541646	train
nist_1541699	train
nist_1541729	train
nist_1541749	train
nist_1541776	train
nist_1541792	train
nist_1541845	train
nist_1541858	train
nist_1541918	train
nist_1541933	train
nist_1541942	train
nist_1541980	train
nist_1541987	train
nist_1541999	val
nist_1542006	val
nist_1542040	val
nist_1542054	train
nist_1542081	train
nist_1542096	train
nist_1542126	val
nist_1542220	val
nist_1542232	train
nist_1542247	test
nist_1542283	test
nist_1542352	train
nist_1542393	train
nist_1542411	train
nist_1542509	train
nist_1542533	train
nist_1542549	train
nist_1542571	train
nist_1542590	train
nist_1542607	train
nist_1542664	train
nist_1542675	train
nist_1542692	train
nist_1542701	train
nist_1542707	train
nist_1542724	train
nist_1542747	train
nist_1542758	train
nist_1542781	train
nist_1542799	train
nist_1542884	test
nist_1542905	test
nist_1542968	train
nist_1542976	train
nist_1543011	train
nist_1543020	test
nist_1543025	test
nist_1543028	test
nist_1543059	test
nist_1543069	val
nist_1543094	val
nist_1543132	val
nist_1543151	val
nist_1543169	train
nist_1543229	val
nist_1543251	train
nist_1543305	train
nist_1543327	train
nist_1543350	train
nist_1543497	train
nist_1543514	train
nist_1543535	train
nist_1543574	train
nist_1543583	train
nist_1543608	train
nist_1543619	train
nist_1543642	train
nist_1543645	train
nist_1543669	train
nist_1543704	train
nist_1543713	train
nist_1543725	train
nist_1543738	train
nist_1543777	train
nist_1543790	train
nist_1543800	train
nist_1543845	train
nist_1543866	train
nist_1543879	train
nist_1543895	train
nist_1543903	val
nist_1543943	train
nist_1543945	train
nist_1543954	val
nist_1544009	train
nist_1544047	train
nist_1544067	train
nist_1544096	train
nist_1544114	train
nist_1544161	train
nist_1544191	train
nist_1544222	train
nist_1544296	train
nist_1544305	train
nist_1544327	train
nist_1544370	train
nist_1544372	train
